club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,filename,url
10690,zorya-lugansk,Zorya Lugansk,UKR1,,28,23.5,10,35.7,1,Valeriy Lobanovsky Stadion,16873,+€1.05m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/zorya-lugansk/startseite/verein/10690
1084,fc-malaga,Málaga CF,ES1,,27,27.9,8,29.6,0,La Rosaleda,30044,+€950k,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/fc-malaga/startseite/verein/1084
1148,fc-brentford,Brentford FC,GB1,,29,25.0,21,72.4,17,Gtech Community Stadium,17250,€-500k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-brentford/startseite/verein/1148
1162,sm-caen,SM Caen,FR1,,27,25.7,12,44.4,4,Stade Michel-d'Ornano,20500,+€3.05m,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/sm-caen/startseite/verein/1162
1184,krc-genk,KRC Genk,BE1,,28,22.5,17,60.7,8,Cegeka Arena,22889,+€24.05m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/krc-genk/startseite/verein/1184
1186,torpedo-moskau,Torpedo Moscow,RU1,,28,25.6,6,23.1,3,Luzhniki Stadium,81000,€-2.05m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/torpedo-moskau/startseite/verein/1186
128,ao-xanthi,AO Xanthi,GR1,,0,,0,,0,Xanthi Arena,7361,+-0,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/ao-xanthi/startseite/verein/128
1283,fc-emmen,FC Emmen,NL1,,17,25.6,6,35.3,0,De Oude Meerdijk,8309,+-0,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/fc-emmen/startseite/verein/1283
142,real-saragossa,Real Zaragoza,ES1,,23,26.0,6,26.1,1,La Romareda,33608,+€30k,,2012,../data/raw/transfermarkt-scraper/2012/clubs.json.gz,https://www.transfermarkt.co.uk/real-saragossa/startseite/verein/142
16,borussia-dortmund,Borussia Dortmund,L1,,28,24.5,15,53.6,17,SIGNAL IDUNA PARK,81365,€-17.90m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/borussia-dortmund/startseite/verein/16
202,fc-groningen,FC Groningen,NL1,,29,22.9,10,34.5,1,Euroborg,22555,€-586k,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/fc-groningen/startseite/verein/202
2288,swansea-city,Swansea City,GB1,,22,24.8,17,77.3,4,Swansea.com Stadium,21088,+€8.35m,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/swansea-city/startseite/verein/2288
237,rcd-mallorca,RCD Mallorca,ES1,,23,28.3,11,47.8,5,Mallorca Son Moix,26020,+€8.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rcd-mallorca/startseite/verein/237
2381,sivasspor,Sivasspor,TR1,,25,26.8,10,40.0,3,Yeni 4 Eylül Stadı,27734,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/sivasspor/startseite/verein/2381
2423,cd-santa-clara,CD Santa Clara,PO1,,38,25.4,20,52.6,2,Estádio de São Miguel,12500,+-0,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
2425,rio-ave-fc,Rio Ave FC,PO1,,25,25.1,16,64.0,1,Estádio dos Arcos,5300,€-250k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rio-ave-fc/startseite/verein/2425
2451,inverness-caledonian-thistle-fc,Inverness Caledonian Thistle FC,SC1,,26,24.5,9,34.6,0,Tulloch Caledonian Stadium,7750,+-0,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/inverness-caledonian-thistle-fc/startseite/verein/2451
265,panathinaikos-athen,Panathinaikos FC,GR1,,39,27.1,26,66.7,15,Apostolos Nikolaidis,15000,€-13.33m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
2832,gaziantep-fk,Gaziantep FK,TR1,,27,25.4,12,44.4,5,Kalyon Stadyumu,30320,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/gaziantep-fk/startseite/verein/2832
3558,gfc-ajaccio,GFC Ajaccio,FR1,,5,26.8,1,20.0,1,Stade Ange-Casanova,4050,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/gfc-ajaccio/startseite/verein/3558
4102,carpi-fc-1909,AC Carpi,IT1,,25,23.6,6,24.0,1,Sandro Cabassi,5510,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/carpi-fc-1909/startseite/verein/4102
42,hannover-96,Hannover 96,L1,,28,25.0,6,21.4,1,Heinz-von-Heiden-Arena,49000,€-300k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/hannover-96/startseite/verein/42
641,fc-middlesbrough,Middlesbrough FC,GB1,,25,26.1,8,32.0,6,Riverside Stadium,33746,+€16.68m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/fc-middlesbrough/startseite/verein/641
667,rc-strassburg-alsace,RC Strasbourg Alsace,FR1,,29,22.0,17,58.6,6,Stade de la Meinau,26109,€-12.40m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
681,real-sociedad-san-sebastian,Real Sociedad,ES1,,27,25.0,7,25.9,11,Reale Arena,39313,+€11.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681
873,crystal-palace,Crystal Palace,GB1,,26,26.7,14,53.8,14,Selhurst Park,26047,+€23.40m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/crystal-palace/startseite/verein/873
1032,fc-reading,Reading FC,GB1,,30,23.1,14,46.7,5,Select Car Leasing Stadium,24161,+€3.06m,,2012,../data/raw/transfermarkt-scraper/2012/clubs.json.gz,https://www.transfermarkt.co.uk/fc-reading/startseite/verein/1032
1039,queens-park-rangers,Queens Park Rangers,GB1,,26,25.9,15,57.7,8,Loftus Road Stadium,18360,+€900k,,2014,../data/raw/transfermarkt-scraper/2014/clubs.json.gz,https://www.transfermarkt.co.uk/queens-park-rangers/startseite/verein/1039
1244,cd-leganes,CD Leganés,ES1,,23,28.6,8,34.8,3,Butarque,12454,+€1.00m,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/cd-leganes/startseite/verein/1244
14171,thonon-evian-grand-geneve-fc,Thonon Évian Grand Genève FC,FR1,,27,27.4,6,22.2,1,Stade Camille Fournier,2500,+-0,,2014,../data/raw/transfermarkt-scraper/2014/clubs.json.gz,https://www.transfermarkt.co.uk/thonon-evian-grand-geneve-fc/startseite/verein/14171
16704,fk-krasnodar,FC Krasnodar,RU1,,22,26.3,13,59.1,8,Stadion Krasnodar,35179,+€21.15m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fk-krasnodar/startseite/verein/16704
19771,akhisarspor,Akhisarspor,TR1,,14,21.0,0,,0,Spor Toto Akhisar Stadyumu,12139,+€5k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/akhisarspor/startseite/verein/19771
244,olympique-marseille,Olympique Marseille,FR1,,29,25.1,23,79.3,14,Orange Vélodrome,67394,+€20.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
29228,royal-excel-mouscron,Royal Excel Mouscron (-2022),BE1,,0,,0,,0,Le Canonnier,10830,+€40k,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/royal-excel-mouscron/startseite/verein/29228
3216,mersin-idmanyurdu,Mersin Talimyurdu SK,TR1,,0,,0,,0,Mersin Stadyumu,25000,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/mersin-idmanyurdu/startseite/verein/3216
3508,sv-zulte-waregem,SV Zulte Waregem,BE1,,25,25.2,13,52.0,3,Elindus Arena,12250,+€4.00m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
354,kv-mechelen,KV Mechelen,BE1,,26,25.2,10,38.5,3,AFAS Stadion,16672,+€9.44m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
367,rayo-vallecano,Rayo Vallecano,ES1,,26,28.5,9,34.6,6,Campo de Fútbol de Vallecas,14708,+€2.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
379,west-ham-united,West Ham United,GB1,,24,28.6,18,75.0,13,London Stadium,62500,€-82.05m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
380,us-salernitana-1919,US Salernitana 1919,IT1,,27,24.9,15,55.6,5,Arechi,29739,+€17.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
403,willem-ii-tilburg,Willem II Tilburg,NL1,,27,25.9,7,25.9,0,Koning Willem II Stadion,14700,+€385k,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
40426,fk-tosno,FC Tosno (-2018),RU1,,0,,0,,0,Petrovsky,20985,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/fk-tosno/startseite/verein/40426
41,hamburger-sv,Hamburger SV,L1,,30,23.6,15,50.0,4,Volksparkstadion,57000,€-6.00m,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/hamburger-sv/startseite/verein/41
443,vejle-boldklub,Vejle Boldklub,DK1,,29,24.2,15,51.7,3,Vejle Stadion,10418,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/vejle-boldklub/startseite/verein/443
5724,randers-fc,Randers FC,DK1,,28,24.0,15,53.6,2,Cepheus Park Randers,10300,€-688k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/randers-fc/startseite/verein/5724
601,kv-kortrijk,KV Kortrijk,BE1,,28,24.5,18,64.3,4,Guldensporenstadion,8974,€-850k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
79,vfb-stuttgart,VfB Stuttgart,L1,,33,23.4,14,42.4,8,MHPArena Stuttgart,60449,+€28.42m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
86,sv-werder-bremen,SV Werder Bremen,L1,,28,25.6,14,50.0,7,Weserstadion,42100,€-1.83m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/sv-werder-bremen/startseite/verein/86
931,fc-fulham,Fulham FC,GB1,,23,27.6,19,82.6,10,Craven Cottage,25700,+€12.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-fulham/startseite/verein/931
964,zenit-st-petersburg,Zenit St. Petersburg,RU1,,29,26.3,13,44.8,10,Gazprom Arena,63026,€-16.86m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
1123,norwich-city,Norwich City,GB1,,25,26.0,17,68.0,12,Carrow Road,27244,€-10.33m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/norwich-city/startseite/verein/1123
1268,ado-den-haag,ADO Den Haag,NL1,,34,23.5,9,26.5,4,Bingoal Stadion,15000,+-0,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/ado-den-haag/startseite/verein/1268
1506,kardemir-karabukspor,Kardemir Karabükspor,TR1,,0,,0,,0,Dr. Necmettin Şeyhoğlu,12400,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/kardemir-karabukspor/startseite/verein/1506
1531,fc-elche,Elche CF,ES1,,18,27.3,5,27.8,0,Manuel Martínez Valero,31388,+€1.00m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
2282,fc-brugge,Club Brugge KV,BE1,,31,24.0,19,61.3,12,Jan Breydel-Stadion,28235,+€7.45m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
2293,konyaspor,Konyaspor,TR1,,34,26.1,14,41.2,2,Medaş Konya Büyükşehir Stadyumu,41600,€-850k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
23611,olimpik-donetsk,Olimpik Donetsk,UKR1,,0,,0,,0,NTK im. B. M. Bannikova,1678,+-0,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/olimpik-donetsk/startseite/verein/23611
2431,cf-estrela-amadora-sad,CF Estrela Amadora,PO1,,26,25.8,15,57.7,2,Estádio José Gomes,9288,+€1.90m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/cf-estrela-amadora-sad/startseite/verein/2431
2698,rubin-kazan,Rubin Kazan,RU1,,27,25.6,13,48.1,6,Ak Bars Arena,45379,€-700k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
2760,partick-thistle-fc,Partick Thistle FC,SC1,,19,27.9,1,5.3,0,The Energy Check Stadium at Firhill,10102,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/partick-thistle-fc/startseite/verein/2760
2944,ankaraspor,Ankaraspor,TR1,,30,23.8,1,3.3,0,Osmanlı Stadı,19626,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/ankaraspor/startseite/verein/2944
36,fenerbahce-istanbul,Fenerbahce,TR1,,37,27.1,18,48.6,17,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47544,€-47.06m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
385,fortuna-sittard,Fortuna Sittard,NL1,,26,24.8,19,73.1,0,Fortuna Sittard Stadion,12800,€-500k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
468,sparta-rotterdam,Sparta Rotterdam,NL1,,25,23.9,15,60.0,5,Sparta-stadion - Het Kasteel,11026,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/sparta-rotterdam/startseite/verein/468
583,fc-paris-saint-germain,Paris Saint-Germain,FR1,,34,23.8,22,64.7,20,Parc des Princes,48583,€-63.42m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583
621,athletic-bilbao,Athletic Bilbao,ES1,,24,26.8,1,4.2,5,San Mamés,53289,€-6.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
65,spvgg-greuther-furth,SpVgg Greuther Fürth,L1,,28,24.0,11,39.3,2,Sportpark Ronhof | Thomas Sommer,16626,+€3.97m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/spvgg-greuther-furth/startseite/verein/65
6646,fatih-karagumruk,Fatih Karagümrük,TR1,,19,23.1,4,21.1,0,Atatürk Olimpiyat,77563,+€4.25m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fatih-karagumruk/startseite/verein/6646
683,olympiakos-piraus,Olympiacos Piraeus,GR1,,33,24.7,19,57.6,8,Stadio Georgios Karaiskakis,32115,€-7.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
723,almere-city-fc,Almere City FC,NL1,,21,23.8,14,66.7,4,Yanmar Stadion,4501,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/almere-city-fc/startseite/verein/723
855,ea-guingamp,EA Guingamp,FR1,,27,25.4,7,25.9,1,Stade du Roudourou,18120,+€3.70m,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/ea-guingamp/startseite/verein/855
924,istanbulspor,Istanbulspor,TR1,,39,23.7,11,28.2,3,Esenyurt Necmi Kadıoğlu Stadyumu,4274,+€500k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/istanbulspor/startseite/verein/924
968,kvc-westerlo,KVC Westerlo,BE1,,29,24.0,20,69.0,6,Het Kuipje,6024,€-4.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/kvc-westerlo/startseite/verein/968
985,manchester-united,Manchester United,GB1,,28,25.8,19,67.9,19,Old Trafford,74879,€-62.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
11282,alanyaspor,Alanyaspor,TR1,,31,24.5,12,38.7,6,Alanya Oba Stadyumu,9789,+€6.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/alanyaspor/startseite/verein/11282
1132,fc-burnley,Burnley FC,GB1,,34,25.0,26,76.5,14,Turf Moor,21994,€-26.22m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-burnley/startseite/verein/1132
1435,go-ahead-eagles-deventer,Go Ahead Eagles,NL1,,24,23.5,9,37.5,0,De Adelaarshorst,10000,+€7.90m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/go-ahead-eagles-deventer/startseite/verein/1435
150,real-betis-sevilla,Real Betis Balompié,ES1,,26,28.2,10,38.5,6,Benito Villamarín,60721,+€9.65m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
152,samsunspor,Samsunspor,TR1,,35,25.5,17,48.6,7,Samsun Yeni 19 Mayıs Stadyumu,33919,+€277k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/samsunspor/startseite/verein/152
172,rsc-charleroi,R Charleroi SC,BE1,,28,23.2,18,64.3,5,Stade du Pays de Charleroi,15113,+€4.30m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
18303,fk-oleksandriya,FC Oleksandriya,UKR1,,27,25.2,3,11.1,0,KSK Nika,7000,+€120k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fk-oleksandriya/startseite/verein/18303
2410,zska-moskau,CSKA Moscow,RU1,,28,24.3,12,42.9,11,VEB Arena,30114,+€1.65m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
2503,boavista-porto-fc,Boavista FC,PO1,,25,23.4,10,40.0,2,Estádio do Bessa Século XXI,28263,+€2.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
26459,nk-veres-rivne,NK Veres Rivne,UKR1,,24,25.3,4,16.7,0,Stadion Avangard (2022),7122,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/nk-veres-rivne/startseite/verein/26459
