club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,filename,url
2671,pas-giannina,PAS Giannina,GR1,,18,24.2,7,38.9,0,Stadio Zosimades,7652,+€300k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
2700,anzhi-makhachkala,Anzhi Makhachkala ( -2022),RU1,,0,,0,,0,RDYuSSh MinObrNauki RD Politekh Makhachkala,1600,+-0,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/anzhi-makhachkala/startseite/verein/2700
28095,fk-ufa,FK Ufa,RU1,,26,24.4,3,11.5,0,Neftyanik,15132,+€4.84m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
2999,hamilton-academical-fc,Hamilton Academical FC,SC1,,28,22.8,9,32.1,0,Fountain of Youth Stadium,6018,+-0,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/hamilton-academical-fc/startseite/verein/2999
3368,ud-levante,Levante UD,ES1,,23,27.5,6,26.1,0,Ciutat de València,26354,+€7.80m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
338,dynamo-kiew,Dynamo Kyiv,UKR1,,32,24.3,3,9.4,12,Valeriy Lobanovsky Stadion,16873,€-2.60m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/dynamo-kiew/startseite/verein/338
371,celtic-glasgow,Celtic FC,SC1,,29,25.8,22,75.9,17,Celtic Park,60832,€-500k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
506,juventus-turin,Juventus FC,IT1,,30,26.5,16,53.3,17,Allianz Stadium,41507,+€1.60m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
618,as-saint-etienne,AS Saint-Étienne,FR1,,29,25.1,8,27.6,3,Stade Geoffroy-Guichard,42000,+€12.85m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
6992,chornomorets-odessa,Chornomorets Odesa,UKR1,,16,25.8,2,12.5,0,Stadion Chornomorets (2011),34164,+€1.03m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/chornomorets-odessa/startseite/verein/6992
820,genclerbirligi-ankara,Genclerbirligi Ankara,TR1,,34,26.1,10,29.4,1,Eryaman Stadyumu,20560,+€195k,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/genclerbirligi-ankara/startseite/verein/820
1083,fk-rostov,FC Rostov,RU1,,29,24.1,9,31.0,10,Rostov Arena,45415,+€170k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fk-rostov/startseite/verein/1083
1095,es-troyes-ac,ESTAC Troyes,FR1,,29,23.1,16,57.1,5,Stade de l'Aube,21877,+-0,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/es-troyes-ac/startseite/verein/1095
121,dinamo-moskau,Dynamo Moscow,RU1,,24,25.0,13,54.2,12,VTB-Arena,25716,€-1.30m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/dinamo-moskau/startseite/verein/121
1420,sco-angers,Angers SCO,FR1,,27,24.2,12,44.4,5,Stade Raymond Kopa,19350,+€3.50m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
16245,fk-sevastopol,FK Sevastopol (- 2014),UKR1,,0,,0,,0,SK Sevastopol,5826,+-0,,2013,../data/raw/transfermarkt-scraper/2013/clubs.json.gz,https://www.transfermarkt.co.uk/fk-sevastopol/startseite/verein/16245
22110,fc-helsingor,FC Helsingör,DK1,,23,24.6,4,17.4,1,Helsingør Ny Stadion,4000,+€320k,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/fc-helsingor/startseite/verein/22110
23826,rasenballsport-leipzig,RB Leipzig,L1,,24,25.4,18,75.0,15,Red Bull Arena,47069,€-12.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rasenballsport-leipzig/startseite/verein/23826
24245,umraniyespor,Ümraniyespor,TR1,,12,25.8,3,30.0,1,Ümraniye Belediyesi Şehir Stadı,3513,+-0,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/umraniyespor/startseite/verein/24245
2687,fc-cadiz,Cádiz CF,ES1,,24,29.4,5,20.8,2,Nuevo Mirandilla,21094,+€4.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-cadiz/startseite/verein/2687
2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,,29,25.5,8,27.6,5,Solidarnost Samara Arena,42347,+€810k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
2919,ac-monza,AC Monza,IT1,,31,26.7,9,29.0,4,Brianteo,17102,+€18.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/ac-monza/startseite/verein/2919
317,fc-twente-enschede,Twente Enschede FC,NL1,,24,24.9,9,37.5,3,De Grolsch Veste,30205,€-1.80m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-twente-enschede/startseite/verein/317
3209,pendikspor,Pendikspor,TR1,,28,27.9,5,17.9,1,Pendik Stadı,4105,€-421k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/pendikspor/startseite/verein/3209
339,dnipro-dnipropetrovsk,Dnipro Dnipropetrovsk (-2020),UKR1,,0,,0,,0,Meteor,24381,+-0,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/dnipro-dnipropetrovsk/startseite/verein/339
3524,clermont-foot-63,Clermont Foot 63,FR1,,32,24.6,20,62.5,6,Stade Gabriel-Montpied,10800,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/clermont-foot-63/startseite/verein/3524
398,lazio-rom,SS Lazio,IT1,,31,26.2,19,61.3,11,Olimpico di Roma,73261,€-12.80m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
4171,benevento-calcio,Benevento Calcio,IT1,,31,26.7,16,51.6,2,Ciro Vigorito,16867,€-1.93m,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/benevento-calcio/startseite/verein/4171
418,real-madrid,Real Madrid,ES1,,25,25.9,19,76.0,18,Santiago Bernabéu,81044,€-35.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/real-madrid/startseite/verein/418
49702,fk-nizhny-novgorod,FC Pari Nizhniy Novgorod,RU1,,34,24.7,8,23.5,4,Nizhny Novgorod Stadium,44242,€-697k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fk-nizhny-novgorod/startseite/verein/49702
54189,rwd-molenbeek,RWD Molenbeek,BE1,,20,23.4,12,60.0,3,Edmond Machtensstadion,11000,+€30.15m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rwd-molenbeek/startseite/verein/54189
6574,us-sassuolo,US Sassuolo,IT1,,40,23.5,15,37.5,6,Mapei Stadium - Città del Tricolore,21584,+€48.55m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/us-sassuolo/startseite/verein/6574
7179,cd-tondela,CD Tondela,PO1,,26,22.8,12,46.2,2,Estádio João Cardoso,5000,+€50k,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/cd-tondela/startseite/verein/7179
720,fc-porto,FC Porto,PO1,,29,25.3,17,58.6,11,Estádio do Dragão,50033,€-10.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-porto/startseite/verein/720
738,ac-le-havre,Le Havre AC,FR1,,28,25.3,17,60.7,7,Stade Océane,25178,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/ac-le-havre/startseite/verein/738
89,1-fc-union-berlin,1.FC Union Berlin,L1,,28,26.9,14,50.0,8,Stadion An der Alten Försterei,22012,+€2.45m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/1-fc-union-berlin/startseite/verein/89
940,celta-vigo,Celta de Vigo,ES1,,28,26.6,12,42.9,7,Abanca Balaídos,24870,€-4.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/celta-vigo/startseite/verein/940
1387,acn-siena-1904,Siena FC,IT1,,20,25.5,2,10.0,0,Artemio Franchi,15373,+-0,,2012,../data/raw/transfermarkt-scraper/2012/clubs.json.gz,https://www.transfermarkt.co.uk/acn-siena-1904/startseite/verein/1387
1390,cagliari-calcio,Cagliari Calcio,IT1,,29,26.1,15,51.7,10,Unipol Domus,16412,+€5.20m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/cagliari-calcio/startseite/verein/1390
1416,amiens-sc,Amiens SC,FR1,,24,24.1,10,41.7,7,Stade Crédit Agricole la Licorne,12999,+€700k,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/amiens-sc/startseite/verein/1416
1467,goztepe,Göztepe,TR1,,31,23.3,10,32.3,0,Gürsel Aksel Stadyumu,19713,+€1.60m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/goztepe/startseite/verein/1467
167,fc-augsburg,FC Augsburg,L1,,33,24.9,20,60.6,8,WWK ARENA,30660,+€6.70m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-augsburg/startseite/verein/167
232,spartak-moskau,Spartak Moscow,RU1,,27,25.9,11,40.7,14,Lukoil Arena,44571,€-23.26m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
2420,vitoria-guimaraes-sc,Vitória Guimarães SC,PO1,,28,25.3,11,39.3,1,Estádio D. Afonso Henriques,30029,+€6.34m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
2424,gil-vicente-fc,Gil Vicente FC,PO1,,23,25.0,18,78.3,5,Estádio Cidade de Barcelos,12046,+€3.15m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
2439,kuban-krasnodar,Kuban Krasnodar (-2018),RU1,,0,,0,,0,Kuban Stadium,31654,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/kuban-krasnodar/startseite/verein/2439
2703,spartak-vladikavkaz,Spartak Vladikavkaz (-2020),RU1,,0,,0,,0,Republican Stadium Spartak,32464,+-0,,2012,../data/raw/transfermarkt-scraper/2012/clubs.json.gz,https://www.transfermarkt.co.uk/spartak-vladikavkaz/startseite/verein/2703
289,afc-sunderland,Sunderland AFC,GB1,,26,23.5,12,46.2,6,Stadium of Light,48707,€-6.06m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/afc-sunderland/startseite/verein/289
2921,delfino-pescara-1936,Delfino Pescara 1936,IT1,,28,24.6,6,21.4,1,Adriatico,20476,+€4.60m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/delfino-pescara-1936/startseite/verein/2921
3,1-fc-koln,1.FC Köln,L1,,34,24.5,11,32.4,6,RheinEnergieSTADION,50000,+€1.60m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
3719,fk-khimki,FK Khimki,RU1,,26,24.7,7,26.9,1,Arena Khimki,18636,€-595k,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
3729,arsenal-tula,Arsenal Tula,RU1,,27,27.4,2,7.4,1,Arsenal,19241,+€1.80m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
3840,adana-demirspor,Adana Demirspor,TR1,,32,23.3,14,43.8,6,Yeni Adana Stadyumu,30960,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/adana-demirspor/startseite/verein/3840
430,ac-florenz,ACF Fiorentina,IT1,,29,24.5,15,51.7,10,Artemio Franchi,43147,€-14.87m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
4482,volyn-lutsk,Volyn Lutsk,UKR1,,0,,0,,0,Stadion Avangard,12080,+-0,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/volyn-lutsk/startseite/verein/4482
48726,rukh-lviv,Rukh Lviv,UKR1,,25,22.6,3,12.0,1,Arena Lviv,34725,€-300k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rukh-lviv/startseite/verein/48726
5,ac-mailand,AC Milan,IT1,,29,24.8,21,72.4,15,Giuseppe Meazza,75923,€-8.20m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
512,stoke-city,Stoke City,GB1,,24,26.7,9,37.5,6,bet365 Stadium,30089,+€17.00m,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/stoke-city/startseite/verein/512
5818,hobro-ik,Hobro IK,DK1,,22,24.8,4,18.2,2,DS Arena,7500,+-0,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/hobro-ik/startseite/verein/5818
60949,volos-nps,Volos NPS,GR1,,27,26.7,16,59.3,2,Panthessaliko Stadio,22700,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
678,aarhus-gf,Aarhus GF,DK1,,28,25.2,9,32.1,1,Ceres Park,19433,€-2.20m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/aarhus-gf/startseite/verein/678
7775,hatayspor,Hatayspor,TR1,,31,24.4,12,38.7,4,Mersin Stadyumu,25000,+€1.20m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/hatayspor/startseite/verein/7775
826,rc-lens,RC Lens,FR1,,30,26.1,17,56.7,11,Stade Bollaert-Delelis,38223,€-2.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
8838,zirka-kropyvnytskyi,Zirka Kropyvnytskyi,UKR1,,7,27.4,0,,0,Zirka,14628,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/zirka-kropyvnytskyi/startseite/verein/8838
897,deportivo-la-coruna,Deportivo de La Coruña,ES1,,24,27.7,3,12.5,0,Abanca Riazor,32912,€-435k,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/deportivo-la-coruna/startseite/verein/897
987,motherwell-fc,Motherwell FC,SC1,,24,25.4,16,66.7,3,Fir Park,13750,+€1.59m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/motherwell-fc/startseite/verein/987
1063,viborg-ff,Viborg FF,DK1,,25,22.8,12,48.0,3,Viborg Stadion,10000,+€536k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/viborg-ff/startseite/verein/1063
1085,vitoria-setubal-fc,Vitória Setúbal FC,PO1,,29,26.0,10,34.5,0,Estádio do Bonfim,18642,+-0,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/vitoria-setubal-fc/startseite/verein/1085
11,fc-arsenal,Arsenal FC,GB1,,24,25.5,18,75.0,20,Emirates Stadium,60704,€-45.10m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
126,caykur-rizespor,Caykur Rizespor,TR1,,34,23.9,16,47.1,8,Çaykur Didi,14850,+€1.40m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126
1627,catania-calcio,Catania FC,IT1,,27,26.0,5,18.5,0,Cibali - Angelo Massimino,20204,€-101k,,2013,../data/raw/transfermarkt-scraper/2013/clubs.json.gz,https://www.transfermarkt.co.uk/catania-calcio/startseite/verein/1627
16795,fc-granada,Granada CF,ES1,,21,27.1,9,42.9,4,Nuevo Los Cármenes,19336,+€19.70m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
204,lierse-sk,Lierse SK (- 2018),BE1,,0,,0,,0,Herman Vanderpoortenstadion,14538,+-0,,2014,../data/raw/transfermarkt-scraper/2014/clubs.json.gz,https://www.transfermarkt.co.uk/lierse-sk/startseite/verein/204
2227,sk-tavriya-simferopol,SK Tavriya Simferopol ( - 2022),UKR1,,0,,0,,0,RS Lokomotiv,19978,+-0,,2013,../data/raw/transfermarkt-scraper/2013/clubs.json.gz,https://www.transfermarkt.co.uk/sk-tavriya-simferopol/startseite/verein/2227
2239,us-cremonese,US Cremonese,IT1,,29,25.4,9,30.0,2,Giovanni Zini,16003,+€5.00m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/us-cremonese/startseite/verein/2239
252,genua-cfc,Genoa CFC,IT1,,37,25.4,20,54.1,6,Luigi Ferraris,34901,+€10.79m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/genua-cfc/startseite/verein/252
281,manchester-city,Manchester City,GB1,,28,26.5,19,67.9,23,Etihad Stadium,55017,+€16.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
3302,ud-almeria,UD Almería,ES1,,27,24.9,16,59.3,7,Power Horse Stadium,18331,€-9.30m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/ud-almeria/startseite/verein/3302
39,1-fsv-mainz-05,1.FSV Mainz 05,L1,,26,26.2,10,38.5,7,Mewa Arena,33305,€-550k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
3999,pas-lamia-1964,PAS Lamia 1964,GR1,,21,26.0,10,47.6,1,"Stadio Lamia ""Athanasios Diakos""",5500,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
405,aston-villa,Aston Villa,GB1,,30,25.9,19,63.3,14,Villa Park,42682,€-48.80m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
441,apollon-smyrnis,Apollon Smyrnis,GR1,,27,27.3,15,55.6,0,Stadio Neas Smyrnis,11700,+-0,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/apollon-smyrnis/startseite/verein/441
5219,aok-kerkyra,AOK Kerkyra,GR1,,8,28.1,1,12.5,0,Ethniko Stadio Kerkyras,3000,+-0,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/aok-kerkyra/startseite/verein/5219
543,wolverhampton-wanderers,Wolverhampton Wanderers,GB1,,34,25.0,29,85.3,18,Molineux Stadium,32050,+€14.50m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/wolverhampton-wanderers/startseite/verein/543
60,sc-freiburg,SC Freiburg,L1,,30,25.9,13,43.3,5,Europa-Park Stadion,34700,€-5.10m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/sc-freiburg/startseite/verein/60
61825,fk-minaj,FC Minaj,UKR1,,17,24.1,0,,0,Minaj-Arena,1312,+€130k,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fk-minaj/startseite/verein/61825
